Rain,UmbrellaSales,WetShoes
-1.2419785131466345,-2.8100562573189523,-2.9098658854484913
-0.6599769574050883,-1.0042769023299147,-2.8338873567491305
-0.08957554630657992,0.046261315719089174,-0.5341788514016134
1.3873669203638714,1.737200912934845,2.9469551351619616
0.2674180424649225,2.01347857692032,0.41366062289306194
-1.1655021655640263,-2.452323324680429,-2.853002980234706
-1.0581068406487337,-2.7079343926884007,-1.9388021270119067
0.1291525968169833,-0.9008792166741046,0.2643968144986285
-1.5870432905238736,-2.0753379638020886,-1.7077341784391356
0.0935071828019115,-1.662162872120674,1.5809229278085941
0.47448455887118696,1.078259110031033,1.518103617922239
2.890184608245498,4.065531769856844,5.109296792053879
-1.5595784760994604,-1.8581566684648974,-1.93335352853363
-0.37805641442308197,-1.0008447893752792,-1.2388269951480193
-0.9787154140103455,-2.3721530452320736,-1.743844884849547
1.5230752253104647,1.1872455325465507,3.4886917791107583
-0.7820394153272797,-1.2646764839027895,-2.1045091498655104
1.0336168798656429,2.5338946236453173,2.073692920948322
-0.37654491113397526,-0.6204563760993353,-0.059473836060718877
-1.2034597873422572,-4.435349475829107,-2.1019339368723102
0.05271684169526046,-0.27948085193385114,-0.219197033475527
-1.2072806124953999,-2.990468592387855,-1.5731844102409989
0.4517880371821489,1.4796366161757852,0.2919222845053052
-2.2776730185700256,-2.007968837135873,-4.114958008221467
-1.099954277980572,-2.0512809843431716,-2.2991563543455094
-0.6342081729892304,-1.275087277977248,-2.2507426369148176
-0.2939639363646559,-0.9927862460637542,-0.8099004843780343
-0.8784550775210703,-0.958908643766943,-2.129026413629801
1.6522420716154351,2.611371792055817,4.3539067759197145
0.23270172339235978,-1.471687501818944,-0.13635863656230635
-0.032300753174879286,0.14219785560176573,1.4949173370574795
-1.0719610724601936,0.7056109891353388,-2.7126788547481198
0.32101527089120796,0.4678830020568761,1.230862115863561
1.1810048269399838,0.7594823584759964,1.4316897730973173
0.5957874359406481,-0.3764452289711846,0.37798812083190536
1.7231233894483313,3.9250217306571074,3.403941933861833
